Employee ID,Employee Name,Gender,Age,Date of Birth,Education,Department,Job Title,Employment Type,Location,Join Date,Years of Experience,Manager ID,Annual Salary INR,Bonus Percent,Bonus Amount INR,Performance Rating,Employment Status,Attrition,Leaves Taken,Leaves Available,Training Hours,Job Satisfaction Score,Overtime
EMP16779,Deepak Shah,Male,47,1977-09-27,M.Tech,R&D,R&D Manager,Full-Time,Ahmedabad,2020-08-21,1,EMP10089,711000,12.6,89586,Average,Active,No,24,6,5,8,Yes
EMP16780,Shruti Mishra,Female,49,1975-02-17,B.Tech,Customer Support,Support Team Lead,Full-Time,Kolkata,2018-03-12,7,EMP10056,838000,19.7,165086,Average,Active,No,2,28,11,9,Yes
EMP16781,Kavya Bhatt,Female,34,1990-10-18,MBA,Engineering,Lead Engineer,Full-Time,Bangalore,2015-10-16,5,EMP10176,1831000,21.2,388172,Excellent,Terminated,Yes,26,4,67,7,Yes
EMP16782,Karan Joshi,Male,39,1985-04-05,B.Com,Finance,Finance Manager,Full-Time,Mumbai,2018-10-06,2,EMP10038,1106000,22.2,245532,Average,Active,No,8,22,112,7,Yes
EMP16783,Ankit Desai,Male,48,1976-09-14,MBA,Marketing,Brand Manager,Part-Time,Kolkata,2016-12-16,13,EMP10052,1272000,12.9,164088,Good,Active,No,15,15,33,8,No
EMP16784,Amit Das,Male,49,1975-08-31,MBA,Customer Support,Customer Success Manager,Part-Time,Mumbai,2024-02-01,4,EMP10002,601000,17.4,104574,Average,Active,No,23,7,14,4,No
EMP16785,Ritu Reddy,Female,47,1978-01-07,M.Com,Sales,Business Development Rep,Part-Time,Noida,2022-08-20,11,EMP10113,1511000,18.1,273491,Good,Active,No,22,8,70,8,Yes
EMP16786,Vivek Nair,Male,42,1982-08-29,B.Com,IT,Network Engineer,Full-Time,Pune,2015-03-04,16,EMP10141,387000,9.1,35217,Excellent,Active,No,24,6,27,1,Yes
EMP16787,Ananya Singh,Female,41,1983-06-06,BBA,Engineering,QA Engineer,Full-Time,Chennai,2016-10-01,13,EMP10050,822000,12.2,100284,Good,On Leave,No,25,5,51,8,Yes
EMP16788,Sonal Sharma,Female,46,1978-05-15,MBA,Engineering,Lead Engineer,Full-Time,Bangalore,2021-02-15,9,EMP10116,1495000,24.5,366275,Below Average,Active,No,10,20,92,6,No
EMP16789,Komal Mehta,Female,28,1996-08-29,MCA,IT,IT Manager,Full-Time,Jaipur,2024-04-25,1,EMP10147,1157000,18.1,209417,Good,Active,No,21,9,71,8,No
EMP16790,Rahul Rao,Male,35,1989-08-06,B.Com,Marketing,Content Writer,Part-Time,Bangalore,2018-08-31,12,EMP10145,1275000,16.9,215475,Good,Resigned,Yes,9,21,90,7,Yes
EMP16791,Vikas Iyer,Male,29,1995-12-22,BBA,Engineering,Lead Engineer,Part-Time,Jaipur,2020-07-29,1,EMP10017,1663000,20.6,342578,Average,Active,No,21,9,68,4,No
EMP16792,Neha Das,Female,26,1998-07-03,M.Com,Marketing,Digital Marketing Specialist,Contract,Jaipur,2021-04-21,1,EMP10125,969000,5.1,49419,Good,Active,No,7,23,96,9,No
EMP16793,Rahul Agarwal,Male,31,1993-06-05,BCA,Sales,Regional Sales Head,Full-Time,Kolkata,2016-10-13,5,EMP10177,608000,7.8,47424,Good,Active,No,5,25,3,9,Yes
EMP16794,Aarav Nair,Male,27,1997-12-03,M.Com,Operations,Logistics Coordinator,Full-Time,Hyderabad,2023-07-23,3,EMP10006,601000,7.9,47479,Poor,Active,No,2,28,103,4,No
EMP16795,Ritu Kumar,Female,25,1999-04-26,MCA,Finance,Senior Financial Analyst,Full-Time,Jaipur,2019-04-03,2,EMP10114,615000,5.8,35670,Good,Active,No,18,12,100,6,Yes
EMP16796,Ananya Verma,Non-Binary,35,1989-04-09,B.Com,Engineering,Software Engineer,Full-Time,Pune,2015-06-05,10,EMP10184,1050000,20.9,219450,Average,Active,No,1,29,18,10,Yes
EMP16797,Swati Kumar,Female,37,1987-10-25,B.Sc,Marketing,Marketing Executive,Full-Time,Chennai,2016-04-07,5,EMP10162,1016000,17.2,174752,Excellent,Resigned,Yes,21,9,79,8,No
EMP16798,Karan Das,Male,32,1992-02-27,B.Sc,Sales,Business Development Rep,Full-Time,Ahmedabad,2019-11-14,3,EMP10060,1417000,17.4,246558,Below Average,Active,No,2,28,31,1,No
EMP16799,Riya Desai,Female,42,1982-01-31,MBA,Customer Support,Senior Support Analyst,Full-Time,Kolkata,2024-01-04,3,EMP10055,420000,5.6,23520,Excellent,Resigned,Yes,15,15,82,4,No
EMP16800,Nikhil Patel,Male,42,1982-01-27,MBA,Sales,Regional Sales Head,Full-Time,Jaipur,2022-03-04,11,EMP10033,1036000,8.5,88060,Average,Active,No,14,16,10,1,Yes
EMP16801,Meera Rao,Female,38,1986-12-08,M.Sc,IT,IT Support Analyst,Full-Time,Kolkata,2016-03-26,7,EMP10029,1315000,16.3,214345,Good,Active,No,10,20,28,4,No
EMP16802,Arjun Desai,Male,30,1994-01-19,MBA,Customer Support,Support Director,Full-Time,Ahmedabad,2023-10-06,7,EMP10086,238000,19.2,45696,Average,Active,No,11,19,55,2,Yes
EMP16803,Swati Desai,Female,38,1986-12-12,BBA,Sales,Sales Executive,Part-Time,Jaipur,2018-07-16,5,EMP10032,1300000,15.1,196300,Good,Active,No,24,6,51,1,Yes
EMP16804,Divya Chopra,Female,37,1987-04-27,M.Com,R&D,R&D Manager,Full-Time,Ahmedabad,2015-12-26,14,EMP10044,610000,6.3,38430,Average,Active,No,23,7,39,4,Yes
EMP16805,Ritu Iyer,Female,30,1994-09-02,MBA,Legal,Legal Manager,Full-Time,Hyderabad,2018-06-10,1,EMP10028,571000,9.3,53103,Good,Resigned,Yes,5,25,101,3,No
EMP16806,Vikas Agarwal,Male,48,1976-04-10,BBA,Engineering,DevOps Engineer,Full-Time,Chennai,2015-11-22,8,EMP10084,1800000,14.7,264600,Good,Active,No,5,25,89,4,No
EMP16807,Tushar Bose,Male,41,1983-07-31,B.Tech,Marketing,Brand Manager,Part-Time,Pune,2023-02-05,9,EMP10107,1242000,20.8,258336,Average,Active,No,6,24,54,1,No
EMP16808,Sneha Nair,Female,41,1983-03-01,B.Tech,Customer Support,Senior Support Analyst,Full-Time,Ahmedabad,2016-08-26,14,EMP10121,594000,22.9,136026,Below Average,Active,No,18,12,92,7,No
EMP16809,Ritu Gupta,Non-Binary,42,1982-06-06,M.Sc,R&D,R&D Engineer,Full-Time,Bangalore,2021-09-20,4,EMP10149,1956000,9.5,185820,Average,Resigned,Yes,8,22,19,9,No
EMP16810,Manish Reddy,Male,48,1976-10-14,B.Com,Operations,Logistics Coordinator,Contract,Bangalore,2021-11-22,4,EMP10164,786000,10.8,84888,Excellent,Active,No,1,29,32,6,Yes
EMP16811,Vikas Reddy,Male,26,1998-09-08,BBA,Marketing,Marketing Manager,Full-Time,Pune,2020-10-15,2,EMP10039,359000,12.7,45593,Below Average,Active,No,9,21,6,8,No
EMP16812,Aakash Iyer,Male,30,1994-01-13,MBA,Engineering,Lead Engineer,Part-Time,Kolkata,2018-06-14,7,EMP10099,848000,21.0,178080,Below Average,On Leave,No,22,8,56,9,No
EMP16813,Riya Patel,Female,49,1975-02-28,B.Com,Finance,Accountant,Full-Time,Kolkata,2017-07-27,20,EMP10161,837000,6.0,50220,Average,Active,No,15,15,53,9,No
EMP16814,Kavya Shah,Non-Binary,48,1976-05-04,M.Sc,Sales,Senior Sales Executive,Full-Time,Delhi,2021-03-23,13,EMP10084,478000,9.1,43498,Below Average,Active,No,14,16,84,9,Yes
EMP16815,Rajesh Bose,Male,33,1991-07-05,B.Sc,Sales,Senior Sales Executive,Full-Time,Delhi,2020-06-22,9,EMP10163,919000,5.6,51464,Excellent,Active,No,0,30,0,2,Yes
EMP16816,Pranav Chopra,Male,24,2000-10-01,BBA,Engineering,Software Engineer,Full-Time,Chennai,2022-04-07,1,EMP10024,1982000,17.6,348832,Excellent,Active,No,13,17,28,5,Yes
EMP16817,Rupal Mishra,Female,35,1989-07-11,B.Sc,Customer Support,Support Team Lead,Full-Time,Chennai,2021-12-14,12,EMP10033,345000,15.1,52095,Good,Active,No,29,1,103,2,No
EMP16818,Pallavi Joshi,Female,44,1980-11-07,M.Com,Sales,Sales Executive,Full-Time,Mumbai,2017-04-07,17,EMP10003,336000,10.5,35280,Good,Active,No,21,9,92,10,Yes
EMP16819,Sanjay Verma,Male,40,1984-10-03,MBA,Customer Support,Customer Success Manager,Part-Time,Noida,2019-10-08,9,EMP10047,478000,11.5,54970,Good,Active,No,2,28,12,6,Yes
EMP16820,Pooja Bose,Female,26,1998-02-05,MCA,Engineering,Lead Engineer,Full-Time,Chennai,2015-12-04,1,EMP10132,985000,10.9,107365,Average,Active,No,9,21,85,6,Yes
EMP16821,Manish Chopra,Male,43,1981-05-02,M.Tech,Marketing,Marketing Manager,Full-Time,Kolkata,2020-04-04,11,EMP10082,1371000,7.3,100083,Good,Active,No,18,12,80,10,Yes
EMP16822,Sanjay Das,Male,30,1994-02-21,B.Tech,Marketing,Digital Marketing Specialist,Full-Time,Chennai,2022-06-08,7,EMP10039,664000,20.8,138112,Average,Active,No,2,28,70,8,Yes
EMP16823,Amit Mehta,Male,46,1978-04-11,B.Com,Sales,Regional Sales Head,Full-Time,Bangalore,2020-07-24,18,EMP10092,645000,6.7,43215,Good,Active,No,7,23,23,2,No
EMP16824,Suresh Kumar,Male,43,1981-08-13,BCA,Marketing,Marketing Executive,Full-Time,Mumbai,2021-06-14,13,EMP10041,1284000,15.0,192600,Good,Active,No,0,30,11,4,Yes
EMP16825,Manish Patel,Male,32,1992-10-18,BCA,HR,HR Executive,Full-Time,Hyderabad,2018-03-27,10,EMP10140,538000,21.0,112980,Average,Active,No,24,6,42,3,Yes
EMP16826,Vikas Mehta,Male,44,1980-12-15,B.Sc,Operations,Operations Analyst,Full-Time,Ahmedabad,2020-09-12,2,EMP10064,771000,7.9,60909,Good,Active,No,11,19,6,3,No
EMP16827,Divya Iyer,Female,33,1991-02-25,BCA,Marketing,Marketing Manager,Full-Time,Pune,2015-03-31,11,EMP10066,1073000,13.0,139490,Excellent,Active,No,0,30,105,7,Yes
EMP16828,Vivek Das,Male,31,1993-10-27,BCA,HR,HR Manager,Full-Time,Noida,2022-10-10,4,EMP10077,662000,12.7,84074,Excellent,Active,No,30,0,51,8,No
EMP16829,Nikhil Reddy,Male,38,1986-06-03,M.Tech,Engineering,Senior Software Engineer,Full-Time,Bangalore,2020-09-16,13,EMP10143,1286000,20.6,264916,Average,Active,No,15,15,45,1,Yes
EMP16830,Rupal Reddy,Female,41,1983-07-21,M.Com,Finance,Financial Analyst,Full-Time,Noida,2017-03-07,6,EMP10052,896000,24.3,217728,Below Average,On Leave,No,27,3,27,3,Yes
EMP16831,Rupal Bhatt,Female,38,1986-02-02,BCA,IT,IT Support Analyst,Full-Time,Bangalore,2021-01-23,11,EMP10173,605000,12.1,73205,Below Average,Active,No,22,8,5,8,No
EMP16832,Amit Mehta,Male,27,1997-06-30,B.Tech,Engineering,Engineering Manager,Full-Time,Hyderabad,2019-01-14,1,EMP10031,1911000,11.7,223587,Good,Resigned,Yes,1,29,35,10,Yes
EMP16833,Arjun Mishra,Male,25,1999-05-29,B.Tech,Engineering,Engineering Manager,Part-Time,Noida,2017-03-25,3,EMP10149,1105000,19.3,213265,Excellent,Terminated,Yes,26,4,90,4,Yes
EMP16834,Rohit Shah,Male,47,1977-02-17,BCA,Legal,Compliance Officer,Full-Time,Pune,2021-08-14,2,EMP10182,1521000,17.1,260091,Excellent,Active,No,21,9,19,8,No
EMP16835,Ankit Mehta,Male,35,1989-09-15,M.Tech,Sales,Senior Sales Executive,Full-Time,Bangalore,2017-12-04,12,EMP10165,420000,10.7,44940,Average,Active,No,5,25,31,9,No
EMP16836,Arjun Mehta,Male,48,1976-06-02,B.Sc,HR,Talent Acquisition Specialist,Full-Time,Bangalore,2019-08-15,15,EMP10081,750000,20.5,153750,Average,Resigned,Yes,8,22,31,9,Yes
EMP16837,Aarav Mishra,Male,41,1983-04-15,MBA,R&D,R&D Engineer,Full-Time,Pune,2015-06-16,19,EMP10050,599000,10.0,59900,Average,Active,No,29,1,54,10,No
EMP16838,Rajesh Mehta,Male,25,1999-02-18,M.Tech,Operations,Operations Director,Full-Time,Ahmedabad,2018-07-08,3,EMP10060,526000,19.1,100466,Excellent,Active,No,30,0,97,2,Yes
EMP16839,Ankit Patel,Male,40,1984-07-15,M.Sc,Customer Support,Support Analyst,Full-Time,Hyderabad,2018-02-14,5,EMP10019,816000,8.7,70992,Good,Active,No,20,10,118,8,No
EMP16840,Komal Das,Female,27,1997-06-26,BBA,Customer Support,Support Analyst,Full-Time,Delhi,2023-01-24,3,EMP10196,283000,8.6,24338,Average,Active,No,15,15,27,7,Yes
EMP16841,Sonal Desai,Female,30,1994-01-31,M.Sc,Engineering,Lead Engineer,Full-Time,Mumbai,2021-12-18,7,EMP10182,497000,9.9,49203,Average,Resigned,Yes,30,0,95,5,No
EMP16842,Pallavi Joshi,Female,24,2000-05-18,M.Sc,HR,HR Executive,Full-Time,Delhi,2016-12-09,1,EMP10009,591000,8.9,52599,Good,Active,No,23,7,103,8,No
EMP16843,Rajesh Mishra,Male,27,1997-02-02,BCA,Engineering,Engineering Manager,Full-Time,Ahmedabad,2019-08-04,3,EMP10081,1534000,11.5,176410,Average,Active,No,6,24,100,9,No
EMP16844,Amit Sharma,Male,37,1987-06-02,MCA,Operations,Supply Chain Analyst,Full-Time,Jaipur,2017-10-10,15,EMP10020,865000,11.7,101205,Excellent,Active,No,3,27,96,8,Yes
EMP16845,Komal Kumar,Female,25,1999-09-09,MBA,IT,IT Support Analyst,Full-Time,Chennai,2018-11-22,1,EMP10120,1308000,18.9,247212,Excellent,Active,No,25,5,22,3,Yes
EMP16846,Sneha Mishra,Female,24,2000-09-02,B.Sc,Finance,Finance Manager,Full-Time,Delhi,2017-02-14,1,EMP10102,614000,13.0,79820,Good,Active,No,28,2,68,3,No
EMP16847,Pallavi Shah,Female,37,1987-11-13,B.Com,Operations,Operations Manager,Full-Time,Ahmedabad,2021-07-11,9,EMP10124,611000,20.9,127699,Excellent,Active,No,15,15,102,2,No
EMP16848,Amit Kumar,Male,39,1985-06-27,B.Sc,IT,Network Engineer,Contract,Pune,2015-07-12,10,EMP10091,1069000,16.2,173178,Excellent,Terminated,Yes,16,14,23,6,Yes
EMP16849,Shalini Verma,Female,38,1986-07-11,BBA,Sales,Business Development Rep,Contract,Jaipur,2020-02-02,10,EMP10117,1539000,16.6,255474,Below Average,Active,No,13,17,20,7,No
EMP16850,Arjun Desai,Male,27,1997-02-02,MBA,Engineering,Senior Software Engineer,Full-Time,Mumbai,2023-12-23,2,EMP10123,2004000,21.4,428856,Poor,Active,No,0,30,99,10,No
EMP16851,Meera Reddy,Female,45,1979-11-12,B.Sc,Customer Support,Support Team Lead,Full-Time,Ahmedabad,2017-12-15,20,EMP10183,333000,7.0,23310,Average,Resigned,Yes,6,24,5,5,Yes
EMP16852,Sonal Bhatt,Female,44,1980-04-04,M.Sc,Operations,Operations Manager,Full-Time,Hyderabad,2021-05-01,5,EMP10072,877000,7.8,68406,Below Average,Active,No,10,20,63,9,No
EMP16853,Divya Kumar,Non-Binary,32,1992-07-04,M.Sc,Engineering,Software Engineer,Contract,Noida,2018-11-25,10,EMP10005,809000,7.1,57439,Below Average,Resigned,Yes,1,29,2,9,Yes
EMP16854,Riya Das,Female,47,1977-01-19,M.Sc,Operations,Supply Chain Analyst,Full-Time,Hyderabad,2019-12-04,4,EMP10069,1022000,17.5,178850,Good,Terminated,Yes,4,26,99,10,Yes
EMP16855,Tushar Patel,Male,48,1976-11-20,MBA,R&D,Data Scientist,Part-Time,Bangalore,2016-05-20,7,EMP10130,2359000,15.7,370363,Below Average,Active,No,22,8,103,5,No
EMP16856,Swati Singh,Female,40,1984-01-29,B.Com,Sales,Regional Sales Head,Full-Time,Pune,2020-05-18,16,EMP10071,762000,10.5,80010,Excellent,Resigned,Yes,29,1,98,5,Yes
EMP16857,Rahul Iyer,Male,27,1997-01-30,M.Com,Legal,Senior Legal Counsel,Full-Time,Noida,2015-03-12,4,EMP10153,1601000,20.2,323402,Average,Active,No,13,17,93,2,Yes
EMP16858,Tushar Reddy,Male,49,1975-03-28,M.Com,IT,IT Support Analyst,Full-Time,Jaipur,2019-06-02,1,EMP10099,431000,19.9,85769,Below Average,Active,No,27,3,54,5,No
EMP16859,Shruti Shah,Female,31,1993-08-19,B.Sc,Sales,Sales Manager,Full-Time,Kolkata,2022-02-25,5,EMP10039,1702000,12.4,211048,Average,Active,No,9,21,79,9,No
EMP16860,Anjali Das,Female,44,1980-09-02,M.Tech,Sales,Sales Manager,Full-Time,Pune,2024-03-05,17,EMP10063,413000,14.2,58646,Good,Active,No,0,30,16,6,No
EMP16861,Rajesh Reddy,Male,40,1984-08-19,M.Sc,R&D,Principal Researcher,Full-Time,Kolkata,2022-10-02,9,EMP10066,2292000,19.8,453816,Excellent,Active,No,13,17,119,9,No
EMP16862,Vivek Nair,Male,30,1994-07-21,MBA,Sales,Sales Executive,Full-Time,Delhi,2021-03-01,3,EMP10048,1126000,22.4,252224,Good,Active,No,15,15,62,8,No
EMP16863,Aarav Sharma,Male,28,1996-08-22,M.Tech,Finance,CFO,Full-Time,Ahmedabad,2024-04-01,2,EMP10061,1452000,6.9,100188,Average,On Leave,No,28,2,88,6,No
EMP16864,Divya Shah,Female,32,1992-12-06,B.Sc,Operations,Operations Analyst,Full-Time,Delhi,2017-08-25,4,EMP10148,662000,12.5,82750,Average,Active,No,9,21,36,10,Yes
EMP16865,Sneha Singh,Female,37,1987-04-08,MCA,R&D,R&D Engineer,Full-Time,Hyderabad,2021-01-12,11,EMP10022,1549000,12.3,190527,Average,Active,No,17,13,44,2,No
EMP16866,Mohit Verma,Male,44,1980-02-14,MBA,Operations,Supply Chain Analyst,Full-Time,Bangalore,2018-06-02,15,EMP10051,889000,20.8,184912,Good,Active,No,0,30,98,3,Yes
EMP16867,Vikas Reddy,Male,39,1985-11-08,MBA,R&D,Research Analyst,Full-Time,Bangalore,2019-02-22,5,EMP10015,1823000,22.7,413821,Good,Resigned,Yes,18,12,41,3,Yes
EMP16868,Riya Chopra,Female,42,1982-12-11,M.Com,Operations,Supply Chain Analyst,Full-Time,Ahmedabad,2021-03-29,20,EMP10083,1156000,19.8,228888,Good,Active,No,11,19,71,5,No
EMP16869,Tushar Sharma,Male,33,1991-03-14,BBA,Sales,Sales Executive,Contract,Mumbai,2019-02-22,8,EMP10048,1098000,9.3,102114,Good,Resigned,Yes,21,9,86,7,Yes
EMP16870,Vikas Mehta,Male,33,1991-12-31,B.Sc,Marketing,Content Writer,Full-Time,Hyderabad,2019-04-29,10,EMP10008,765000,8.6,65790,Poor,Resigned,Yes,15,15,18,3,Yes
EMP16871,Meera Chopra,Female,36,1988-03-16,B.Tech,Operations,Operations Director,Full-Time,Ahmedabad,2018-05-22,1,EMP10065,672000,9.5,63840,Good,Active,No,20,10,117,9,No
EMP16872,Rajesh Desai,Male,39,1985-02-06,B.Com,Legal,Compliance Officer,Full-Time,Chennai,2021-04-10,15,EMP10017,961000,20.1,193161,Below Average,Terminated,Yes,24,6,8,4,Yes
EMP16873,Rohit Verma,Male,33,1991-08-31,B.Sc,Finance,Accountant,Full-Time,Mumbai,2019-02-19,8,EMP10001,899000,7.5,67425,Excellent,Active,No,13,17,67,7,No
EMP16874,Suresh Patel,Male,27,1997-03-05,BCA,Sales,Regional Sales Head,Part-Time,Kolkata,2017-02-11,5,EMP10096,614000,23.2,142448,Average,Resigned,Yes,5,25,91,6,Yes
EMP16875,Suresh Shah,Male,40,1984-07-29,M.Tech,Customer Support,Customer Success Manager,Full-Time,Hyderabad,2023-11-02,3,EMP10007,606000,9.6,58176,Below Average,Active,No,25,5,13,10,No
EMP16876,Komal Verma,Female,29,1995-08-14,M.Com,IT,Network Engineer,Contract,Hyderabad,2023-10-07,3,EMP10176,1433000,23.2,332456,Below Average,Active,No,19,11,117,4,No
EMP16877,Shalini Shah,Female,43,1981-10-18,MBA,Sales,Sales Manager,Part-Time,Delhi,2018-11-20,15,EMP10138,612000,23.5,143820,Good,Active,No,24,6,77,10,No
EMP16878,Rajesh Bose,Male,33,1991-12-30,MCA,IT,Cybersecurity Analyst,Full-Time,Kolkata,2016-06-01,9,EMP10199,1345000,14.2,190990,Excellent,Active,No,21,9,110,3,Yes
EMP16879,Ankit Mishra,Male,28,1996-12-23,B.Tech,IT,Cybersecurity Analyst,Contract,Bangalore,2023-06-11,4,EMP10125,1165000,17.2,200380,Average,Active,No,8,22,117,6,No
EMP16880,Sonal Verma,Female,36,1988-03-06,MBA,Sales,Regional Sales Head,Full-Time,Noida,2019-10-31,4,EMP10175,1747000,14.6,255062,Average,Terminated,Yes,22,8,7,2,No
EMP16881,Neha Sharma,Female,35,1989-07-26,MCA,IT,IT Support Analyst,Full-Time,Mumbai,2022-09-22,11,EMP10055,1164000,12.8,148992,Average,Active,No,7,23,66,5,No
EMP16882,Sneha Agarwal,Female,26,1998-11-27,MBA,Marketing,Marketing Executive,Full-Time,Pune,2016-06-10,3,EMP10131,592000,16.1,95312,Good,Active,No,4,26,80,2,No
EMP16883,Kavya Patel,Female,36,1988-11-28,B.Com,Marketing,Marketing Manager,Part-Time,Bangalore,2023-11-15,3,EMP10132,803000,24.0,192720,Average,Active,No,8,22,4,8,No
EMP16884,Suresh Joshi,Male,30,1994-06-10,B.Sc,Operations,Supply Chain Analyst,Contract,Noida,2020-01-28,3,EMP10119,352000,18.4,64768,Below Average,Active,No,18,12,0,2,No
EMP16885,Shalini Reddy,Female,27,1997-05-02,B.Sc,Engineering,DevOps Engineer,Full-Time,Chennai,2015-10-23,3,EMP10030,1473000,18.2,268086,Average,Active,No,4,26,108,1,No
EMP16886,Shalini Shah,Female,39,1985-11-20,MCA,Operations,Operations Director,Full-Time,Delhi,2020-04-20,12,EMP10168,1188000,18.2,216216,Average,Active,No,6,24,101,7,Yes
EMP16887,Arjun Singh,Male,49,1975-01-22,M.Tech,Marketing,Content Writer,Full-Time,Delhi,2017-05-29,16,EMP10194,684000,9.5,64980,Below Average,Active,No,3,27,94,4,No
EMP16888,Sonal Kumar,Female,35,1989-07-13,M.Tech,Operations,Supply Chain Analyst,Full-Time,Chennai,2015-09-12,9,EMP10099,745000,18.6,138570,Good,Active,No,29,1,64,8,Yes
EMP16889,Amit Rao,Male,42,1982-10-24,M.Tech,Engineering,Senior Software Engineer,Full-Time,Hyderabad,2022-11-26,12,EMP10194,1948000,14.9,290252,Below Average,Active,No,11,19,113,10,No
EMP16890,Rahul Shah,Male,32,1992-07-22,M.Tech,Sales,Business Development Rep,Part-Time,Chennai,2017-06-11,8,EMP10021,1141000,13.9,158599,Good,Active,No,27,3,26,10,Yes
EMP16891,Karan Gupta,Male,49,1975-11-17,MBA,Marketing,Content Writer,Full-Time,Delhi,2017-01-31,6,EMP10196,319000,14.2,45298,Average,Resigned,Yes,24,6,5,1,No
EMP16892,Harsh Joshi,Male,43,1981-12-13,B.Tech,Sales,Senior Sales Executive,Contract,Hyderabad,2021-01-02,19,EMP10124,464000,7.3,33872,Average,Active,No,24,6,73,1,No
EMP16893,Mohit Mehta,Male,37,1987-02-09,MBA,Marketing,Brand Manager,Full-Time,Delhi,2019-08-09,3,EMP10033,1033000,18.4,190072,Good,Active,No,4,26,103,9,Yes
EMP16894,Nikhil Joshi,Male,31,1993-07-13,M.Sc,Engineering,QA Engineer,Contract,Ahmedabad,2018-11-28,3,EMP10126,1263000,15.9,200817,Good,Active,No,22,8,38,9,No
EMP16895,Sonal Joshi,Female,27,1997-10-05,M.Sc,IT,Cybersecurity Analyst,Full-Time,Pune,2017-08-25,5,EMP10036,856000,16.3,139528,Average,Active,No,13,17,56,6,No
EMP16896,Deepak Desai,Male,30,1994-09-17,M.Tech,Sales,Senior Sales Executive,Full-Time,Ahmedabad,2015-12-12,6,EMP10153,574000,9.8,56252,Average,Active,No,6,24,53,9,Yes
EMP16897,Pranav Verma,Male,41,1983-08-30,M.Tech,Sales,Senior Sales Executive,Full-Time,Ahmedabad,2018-02-05,8,EMP10162,814000,12.0,97680,Good,Resigned,Yes,27,3,22,3,No
EMP16898,Arjun Nair,Male,36,1988-04-18,M.Tech,HR,HR Manager,Full-Time,Ahmedabad,2024-02-03,11,EMP10178,308000,10.9,33572,Average,Active,No,11,19,46,1,No
EMP16899,Shalini Joshi,Female,28,1996-11-02,M.Tech,Customer Support,Senior Support Analyst,Full-Time,Hyderabad,2017-06-16,2,EMP10110,335000,20.3,68005,Good,Active,No,18,12,78,9,Yes
EMP16900,Vivek Chopra,Male,40,1984-12-27,B.Tech,Customer Support,Support Team Lead,Full-Time,Hyderabad,2016-03-06,16,EMP10048,280000,9.7,27160,Good,Active,No,18,12,50,2,No
EMP16901,Vikas Verma,Male,39,1985-08-02,MBA,Operations,Operations Manager,Contract,Bangalore,2021-10-22,4,EMP10041,1008000,9.0,90720,Good,Active,No,20,10,98,10,Yes
EMP16902,Harsh Mehta,Male,33,1991-01-26,B.Sc,Marketing,Brand Manager,Full-Time,Bangalore,2024-02-10,2,EMP10051,984000,19.7,193848,Good,Active,No,29,1,91,2,No
EMP16903,Arjun Iyer,Male,25,1999-01-14,MBA,Engineering,QA Engineer,Full-Time,Bangalore,2019-08-02,3,EMP10110,712000,19.2,136704,Poor,Active,No,23,7,113,9,Yes
EMP16904,Rahul Reddy,Male,28,1996-08-22,BBA,Sales,Sales Executive,Full-Time,Chennai,2018-12-23,1,EMP10099,1684000,13.3,223972,Average,Active,No,4,26,40,4,Yes
EMP16905,Vivek Singh,Male,30,1994-02-02,MCA,Engineering,Senior Software Engineer,Full-Time,Ahmedabad,2021-08-14,3,EMP10039,804000,24.2,194568,Good,Active,No,18,12,103,10,No
EMP16906,Ankit Singh,Male,43,1981-07-25,B.Tech,Finance,CFO,Full-Time,Jaipur,2020-05-28,5,EMP10069,607000,6.4,38848,Good,Active,No,23,7,21,7,Yes
EMP16907,Amit Verma,Male,38,1986-03-13,M.Tech,Marketing,Marketing Executive,Full-Time,Noida,2018-01-19,8,EMP10034,793000,17.0,134810,Average,Terminated,Yes,17,13,92,10,Yes
EMP16908,Neha Iyer,Female,46,1978-05-19,MBA,Legal,Paralegal,Full-Time,Delhi,2017-02-03,1,EMP10011,522000,5.0,26100,Good,Active,No,12,18,5,9,No
EMP16909,Karan Iyer,Male,27,1997-12-29,B.Com,Legal,Legal Counsel,Full-Time,Bangalore,2016-06-29,5,EMP10104,514000,6.5,33410,Below Average,Active,No,21,9,107,7,No
EMP16910,Sonal Rao,Female,40,1984-10-22,MBA,Engineering,DevOps Engineer,Part-Time,Ahmedabad,2020-11-02,11,EMP10132,1969000,24.1,474529,Average,Terminated,Yes,30,0,117,7,Yes
EMP16911,Kavya Sharma,Female,42,1982-06-01,B.Sc,Customer Support,Senior Support Analyst,Part-Time,Pune,2018-12-04,4,EMP10126,258000,20.1,51858,Good,Terminated,Yes,17,13,30,4,No
EMP16912,Divya Das,Female,29,1995-08-26,MCA,Engineering,Lead Engineer,Full-Time,Noida,2019-01-04,2,EMP10054,641000,19.8,126918,Average,Resigned,Yes,27,3,68,5,Yes
EMP16913,Tushar Patel,Male,28,1996-01-26,B.Sc,Marketing,Brand Manager,Full-Time,Kolkata,2021-02-18,4,EMP10138,351000,7.2,25272,Average,Terminated,Yes,18,12,47,4,Yes
EMP16914,Deepak Das,Male,32,1992-11-26,BCA,Engineering,Senior Software Engineer,Full-Time,Chennai,2019-03-14,6,EMP10107,1567000,17.1,267957,Excellent,Active,No,6,24,31,9,Yes
